ID,set,question,answer,score
96,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Proportion 50/50
Advantages: Experiments mention the tests that every program has the same opportunity to show new or old advertising. Helps to get both situations that can be compared
Disadvantages: Can not know the results immediately if there is a different result because there may be users with different behavior.
Proportion 80/20:
Advantages: Experiments can give results immediately and know more results. In the user section, you see new advertisements. Helps reduce uncertainty in decisions.
Disadvantages: The experiment may have a distorted effect if there is a display in the user that is popular or negotiable in changes.
The selection of proportion depends on the objectives of the experiment. If Ham Taro needs information from all groups of users, 50/50 users may be appropriate, but if you need results immediately and have a limited resource 80/20, it may be a good option because it can get information from the group that seems more effective and effective.",0.5
97,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree that Ham Taro uses A/B Testing, because what the Ham Thao is delicious is to move the position of the advertisement will help increase sales. (Users click more advertisements) or not, which A/B Testing is a 2 version test.",1.0
98,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The use of 50/50 proportions will be able to store more data. Which makes the experiment shorter time But there is a risk that sales will agree a lot because most users don't like this. The division of 80/20 will be able to store less data, making the experiment take longer. But there is a higher risk that sales will fall due to less use with the user In this case, the 80/20 proportion should be used as Changing the advertising position will make the sales fall a lot and want to see that changing the position. Sales increase in a new group or as the original group because it is possible that the new group will come in because the current trend may not really increase sales.",5.0
99,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should use A/B Testing because it is a test that tested with two groups of audiences Who saw different advertising positions And can conclude what type of positioning Can be more effective,1.0
100,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason",Granularity should do A/B Testing at each User level in order to be able to analyze the data thoroughly and understand the behavior of the target group and the Attribution Period should be length enough to count the true effects of advertising position changes. Without cutting the data that may be relevant for 30 days,2.5
101,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Should use A/B Testing because it is a comparison of two types of apps that have different advertisements to find the user that users click the advertisement more by collecting data and then using A/B Testing and then summarize the results.,1.0
102,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","The reason that Hamtaro should use A/B Testing is
1. Save time and resources: A/b testing uses less costs and resources. From not having to do experiments with all users
2. The data is reliable: a/b testing helps to provide reliable information. By comparing between groups that change and the group that has not changed.",2.0
103,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity: User ID because UNIQUE and some users may come to see it repeatedly. May cause too
Attribution Period: 1 day because users should come to see once a day and to see the advertisement. It was a short time to decide to press. Should not set the Attribution Period too long",2.5
104,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem",The 50/50 proportion will provide balanced information and fair comparison between the two groups. But it may take longer to accumulate data with statistical significance. The 80/20 proportions will be useful in the event that you want to reduce the impact on the experience of most users. But may cause the data that is at risk of higher statistical errors due to less sample size The appropriate selection depends on how Hamba Tero is flexible in the risk and target of the test.,3.0
105,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","The choice of Binomial Distribution is suitable for use instead of the Distribution of this A / B Testing, as it is a measure of the occurrence of birth that is just clicking up / not clicking advertisements. If measured by only one user, it will be Bernoulli Distribution, but when counting all users in Hamtube, it will be bernious. Distribution that everyone uses Independent",5.0
106,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Assumption: There are click advertisements = get money
Granularity: Just use Hits is enough because you don't care about who Click is just interested in how much Click.
Attribution Period: 1 day because clicking the advertisement is very easy.",0.0
107,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","The A/B Testing experiment is suitable for Hamtaro to test the transfer of advertisements on Hamtube for the following main reasons:

1. Evidence decisions: A/B Testing allows Ham Taro to make decisions with support. Comparison of the results between the group that saw the advertisement in the same position (Group A) and the group that saw the new advertisement (Group B) help him know how the change affects the click.

2. Control of disturbing factors: A/B Testing provides the ability to control other disturbances and other variables. That may affect the results By allocating random users into each group, Hamba Tero can be confident that the result is only a result of advertising position changes.

3. Accurate measurement: A/B Testing experiment allows Ham Taro to measure the impact of change clearly and precisely. He can check whether the advertisement is more or not. And at what level

4. Reducing risks: Small trials before adjusting extensively, reducing the risk of decisions that may have a negative impact on users' experience or profit.

5. Continuous improvement: results from experiments. A/B Testing can be used to develop and improve the platform continuously. If the change is not effective Ham Taro can experiment with new ways.",5.0
108,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","- Able to measure the advertising position directly
- Can you say that moving advertising positions affects sales?",1.0
109,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Agree using Bernoulli because we have 2 forms.,5.0
110,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",Use A/B Testing for testing because we have metric to measure and test. This is a test between the original (the position of the original advertisement) and the new (new advertising position).,1.0
111,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Suitable because Binomial Distribution is suitable for trials with only two results (Success or Failure) and this A/B Testing trial. There are two results: clicking advertisements or not, clicking advertisements. Which matches the characteristics of Binomial Distribution",5.0
112,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",A/B Testing allows Hamtaro to test changes in advertising positions. By comparing with the control group that has not been changed Which makes it possible to consider whether the advertising position will affect sales or not And also allows him to receive statistical weight information to decide to adjust the marketing plan efficiently,4.5
113,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The advantage of using 50/50 proportion is that it can be more effective. But exchanged with the disadvantage that the risk that users will not like to move advertisements to a new place
The advantage of using the 80/20 proportion is that there is a risk that users will not like less. But exchanged with a longer data collection time
Personally, I think it is better to use 50/50 because moving advertisements does not affect users a lot. And to increase sales, the faster the data collection is better",5.0
114,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because the result of Ham Taro is interested in ""The user clicks the advertisement?"" Which is worth binary.",5.0
115,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50
Advantages: The sample size of both groups is the same. Makes it easier to compare and more reliable
Disadvantages: If this change has a negative impact Will lose a lot of business opportunities during the experiment Because there are 50% of customers using bad things while experimenting

80/20
Advantages: Reduce the risk that new advertising positions may have a negative effect on users because only 20% of customers.
Disadvantages: Data is less Resulting in less statistical reliability

This problem should be used by 50/50 because it will get more statistical trust information. As for the loss of business opportunities, if the new results are not important, because the Attribution Period of this experiment is only 7 days, resulting in very little Impact compared to the information and opportunities that we will get.",3.0
116,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50
Advantages: Complete the Experiment.
Disadvantages: If the experiment of the new advertising position has a problem The damage that occurs will be a lot.
80/20
Advantages: If Experiment of the new advertising position has a problem. The damage is less than 50/50.
Disadvantages: but still have risks And collect data slowly
Choosing a more appropriate Method depends on how big the Hamtube is.
If it is a small startup, you should use 50/50 so you can answer the increase in sales quickly.
If it is a big company, should use 80/20, which should actually be less than this, as it is just an advertisement. Should accept the lowest risk And collecting A/B Testing data gradually so that it is not a huge loss",5.0
117,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity: # Ads Click/#Total Views makes you recognize how many people click on Ads.
Attribute Period: 1 day because Hamtube because the website that people often visit should not be too long.",3.0
118,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Type 50/50
Advantages: Equal experiment Not focusing on any position too much
Disadvantages: Cannot see the effects of new positions.

Type 80/20
Advantages: Gradually test the behavior of users to change the position. Low risk
Disadvantages: It is an unequal proportion. The opportunity to see the advertisement at a little new position.

I think the 80/20 is better. In order to see the behavior of users Find the consistency between the old and new positions while doing Testing, which is useful for the testing in the future.",2.0
119,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50: It takes less time to collect data. But there will be more risks from placing advertisements
80/20: It takes more time to collect data. But there will be less risks from the new position advertising
Answer: 50/50 due to the risk of new position advertising is not important. Hamtube users use the platform to watch online videos as the main purpose. Not coming to see the advertisement Advertising is not likely to affect the user's use. Therefore able to receive a lot of risks from advertising positions",5.0
120,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree because
- Data Driven Insight is to have information to support the real decision, not just the feeling.
- A/B Testing is a comparison of one variable with 2 versions (or more) with other control variables as well. Which corresponds to this situation


This must make the sample group of both versions the same. And must replace the population",1.0
121,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Should be used because of using A/B Testing, allowing to reduce the risk and can measure business results when the results between A and B",2.0
122,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","- Granularity should be a session level that seems to move the advertisement position, causing users of each session to press or not.
- Attributition Period should be 1-3 months to see if in the long run, the advertising position allows users to click or not.",0.0
123,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","It is appropriate because there are other factors That affects sales, such as advertising clips at that time Social hit at that time Social trend at that time Country finance at that time Makes it agree with the use of A/B Testing",0.5
124,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","1. Data-Driven Decision Making: A/B Testing Provides Concrete Data on User Behavior and Preferences. It Allows Hamtaro to make decisions based on Evidence rater than assumptions.

2. Identifying Causation: A/B Testing Helps Establish a Causal Relationship Between Changes Made (Moving The Ads) and The Observed Outcomes (Click-Through Rates, Revenue). This is Crucial for Understanding The True Impact of the Change.

3 This is important for long-term user Satisfaction.

4. Maximizing Revenue: Ultimately, The Goal is to Increase Revenue. A/B Testing Allows Hamtaro to Fine-Tune The Platform for Maximum Profitability by Identifying The Most Effective Ad Placement.",1.5
125,Q2,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more) or not. Therefore, he decided to conduct an experiment. A/B Testing. Granularity should be and how much the length of Attribution Period should be. Explain the reason","Granularity should be a click on users' advertisements in each session so that the advertisement position affects the decision (click).

Attribution Period should be 1-4 weeks because it is a time when we will be able to collect data from users. And not too much, causing external factors to disturb",3.5
126,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Should use Bernoulli more than just pressing and watching and not pressing,1.0
127,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",A/B Test is appropriate because it can analyze the effects of this change clearly. Is to reduce the risk of sales impact Reliable due to good control With accurate measurement,5.0
128,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Agree because if we measure whether the user clicks more or not Should count the number of clicks But people will only have a click (successful) and not click (unsuccessful) is Bernoulli Distribution.,5.0
129,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because The probability of each person is Bernoulli and when combined, it will become a binomial Distribution.",5.0
130,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because
- Suitable for experiments with only two results (Click or not click)
- Easy to calculate and have a clear formula for calculating the probability of the results
- Suitable for experiments that are equally divided and have independent experiments to each other.
- Flexible to adapt to experiments with different sample sizes",5.0
131,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","The 50/50 model takes a shorter experiment. But there is a risk of affecting the overall income, while 80/20 takes longer But the risk of affecting the overall income is less than the first 

Choose 50/50 because the trial period mentioned above is 2 Weeks, which is not very long and see results quickly.",5.0
132,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","Chosing A 50/50 Split Means Equally Distributing User Between The Two Test Groups, Which Should Give A Balanced View of User InteractionS with The Ads. An 80/20 Split Would Mean One Group is Larger than the OTHER, WHICH COULD INTRODUCE BIAS INTO THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THEILT For Hamtube, A 50/50 SPLIT IS TYPICILLY More Reliable for Understanding The True Impact of Ad Placement Changes",1.0
133,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree, because Binomial Distribution is suitable for 2 types of data analysis, which A/B Testing will get one result, such as clicking or not, making Binomial Distribution suitable for A/B Testing.",5.0
134,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Ideal, because in doing A/B Testing, this time, only the people who come to watch or not click, so using the binomial Distribution, which is a continuous Bernoulli appropriate.",5.0
135,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because it is suitable for situations related to binary results, such as clicks of users on the advertisement.",5.0
136,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Agree because of the opportunity to click or not. Click advertisement in that position.,5.0
137,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","50/50 
The advantages allow Ham Taro to test the advertising structure in both positions to compare immediately.
Disadvantages of the same proportions may cause Ham Taro to not receive enough information to further adjust the proportion.
80/20
Advantages help new advertisements to be tested. Makes it able to check the effects of new advertising structures more
Disadvantages that are very proportioned to the new advertisement may cause Bias to the old advertisement, which makes it unable to analyze the impact of the old advertising structure correctly.
80/20 is more suitable for new advertisements for testing.",1.0
138,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","Agree with the use of a/b testing because A/B Testing is suitable for comparing 2 things, such as in this case, assuming that the advertisement A or position B is better.",1.0
139,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?",Agree because each person has the opportunity to press or not. It is a Bernadol distribution. We consider the SAMPLE SIZE number.,5.0
140,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason",A/B Testing is a useful process for testing the hypothesis or changes in marketing. Ham Taro should use A/B Testing to test whether the movement of the advertisement will affect their clicks or sales or not. This test allows him to get a clear information about the effects of changes that allow him to decide to adjust the marketing of Hamtube at the point.,3.0
141,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Agree because we can see this problem that in each session, users have the opportunity P to click the advertisement. If we look at the problem in this picture, we will be able to look at the Distribution of the number of users who click the advertisement as Binomial ([number session], P)",5.0
142,Q4,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Hamtaro will have to choose the proportion of the user that see the old position advertisement to the user that seem to advertise a new position. By now, Ham Taro is hesitant between 50/50 proportions and 80/20 proportions. Explain the advantages and disadvantages of each type of proportion. And answered that which type would be more suitable for this problem","-50/50 proportion: The advantage is that the experiment is balanced and easy to analyze. The disadvantage is that it may not reflect the actual use of all users.

-The proportion of 80/20: The advantage is that this experiment may reflect the behavior of users in the real environment better. The disadvantage is that it may make it difficult to detect the differences between the two groups.

For Ham Taro, the selection of proportion depends on the objectives of the experiment and the importance of reflecting the truth in the experiment. If the target is a test in a more controlled environment, 50/50 proportions may be more appropriate. But if you need information that reflects the actual behavior of users in real environment, the proportion of 80/20 may be a better option.",1.0
143,Q3,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not. Therefore, he decided to conduct an experiment. A/B Testing. Hamtaro chose to use Binomial Distribution to replace the Distribution of A/B Testing. This time, you agree or disagree with hamsataro. Why?","Rarely agree Especially when there is complex information and needs a very detailed analysis, because Binomial Distribution is usually used for only two types of possible results (such as success or unsuccessful or Koi), but in A/B Testing may have many variables that affect results. For example Frequency of clicking advertising Time to see advertisements in each type of advertising",2.0
144,Q1,"Hamtube is a video watch online. That allows users to upload, share and watch video Hamtaro as the Hamtube marketing team leader and he wants to know that the transfer of advertising will increase sales. (Users click more advertisements) or not, so he decided to conduct an experiment. A/B Testing. Explain the reason that Hamtaro should use A/B Testing to test or offer arguments if you do not agree. While explaining the reason","The reason to use: A/B Testing is a tool that is effective in testing small changes. With business results In the case of Ham Taro This experiment will help him assess whether the change of the advertisement has an extension, click and the participation of users or not. By dividing the user into two groups (One group saw advertisements in the same position and the other group saw the advertisement in a new position.) Ham Taro can compare the results meaningful.
Arguments: If the market or user behavior of Hamtube is highly volatile May cause the results of the experiment uncertain or can not be thorough. In this case, the use of more complex methods may be more appropriate. Such as advanced statistical analysis or in -depth information from users",2.0
